Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
52,Male,Accessories,51,New York,S,Purple,Spring,4.3,Yes,Credit Card,2-Day Shipping,Yes,47,Credit Card,Monthly
20,Male,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Venmo,Store Pickup,Yes,24,PayPal,Every 3 Months
31,Male,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Venmo,Free Shipping,Yes,43,Debit Card,Monthly
33,Male,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Debit Card,Express,Yes,14,Venmo,Monthly
44,Male,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Venmo,Free Shipping,Yes,3,Debit Card,Quarterly
40,Male,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Debit Card,Next Day Air,Yes,33,Debit Card,Quarterly
69,Male,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Credit Card,Express,Yes,38,Cash,Fortnightly
29,Male,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,PayPal,Express,Yes,46,Venmo,Weekly
54,Male,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,Credit Card,2-Day Shipping,Yes,19,Bank Transfer,Every 3 Months
65,Male,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Debit Card,Standard,Yes,20,PayPal,Annually
54,Male,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Cash,Free Shipping,Yes,42,Bank Transfer,Quarterly
60,Male,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,Debit Card,2-Day Shipping,Yes,34,Cash,Monthly
43,Male,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Debit Card,Next Day Air,Yes,5,Cash,Monthly
44,Male,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Bank Transfer,Express,Yes,3,PayPal,Quarterly
69,Male,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Credit Card,Free Shipping,Yes,46,PayPal,Every 3 Months
46,Male,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Credit Card,Standard,Yes,16,Venmo,Annually
41,Male,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Debit Card,Standard,Yes,21,Debit Card,Bi-Weekly
32,Male,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,PayPal,Express,Yes,34,Credit Card,Bi-Weekly
26,Male,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Cash,Free Shipping,Yes,9,PayPal,Every 3 Months
61,Male,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Debit Card,Express,Yes,36,PayPal,Weekly
49,Male,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Bank Transfer,Express,Yes,22,Credit Card,Monthly
53,Male,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,2,Bank Transfer,Quarterly
24,Male,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Bank Transfer,Next Day Air,Yes,32,Bank Transfer,Monthly
37,Male,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Bank Transfer,Next Day Air,Yes,29,Cash,Every 3 Months
43,Male,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,PayPal,Standard,Yes,27,Venmo,Every 3 Months
31,Male,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,33,Credit Card,Fortnightly
49,Male,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Cash,Standard,Yes,16,Venmo,Monthly
69,Male,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Debit Card,Standard,Yes,11,Bank Transfer,Quarterly
65,Male,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,Cash,2-Day Shipping,Yes,11,Cash,Fortnightly
41,Male,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,PayPal,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly
37,Male,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Credit Card,Free Shipping,Yes,37,Cash,Weekly
70,Male,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Venmo,Express,Yes,18,PayPal,Weekly
63,Male,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Venmo,Standard,Yes,13,Credit Card,Monthly
55,Male,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,PayPal,2-Day Shipping,Yes,7,PayPal,Weekly
52,Male,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Credit Card,Standard,Yes,37,Cash,Quarterly
22,Male,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Credit Card,Express,Yes,8,Cash,Monthly
54,Male,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,PayPal,Express,Yes,11,Cash,Bi-Weekly
28,Male,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Bank Transfer,Standard,Yes,8,Venmo,Bi-Weekly
67,Male,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,31,Cash,Every 3 Months
59,Male,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,Venmo,2-Day Shipping,Yes,26,Debit Card,Fortnightly
26,Male,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Credit Card,Store Pickup,Yes,20,Credit Card,Bi-Weekly
24,Male,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Cash,Standard,Yes,24,Bank Transfer,Fortnightly
62,Male,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Venmo,Standard,Yes,45,Debit Card,Bi-Weekly
70,Male,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Debit Card,Store Pickup,Yes,33,Debit Card,Monthly
45,Male,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Bank Transfer,Express,Yes,21,Bank Transfer,Monthly
58,Male,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Credit Card,Store Pickup,Yes,2,Bank Transfer,Fortnightly
31,Male,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,28,Cash,Weekly
32,Male,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Debit Card,Express,Yes,18,Venmo,Quarterly
36,Male,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Bank Transfer,Free Shipping,Yes,21,Debit Card,Fortnightly
25,Male,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Venmo,Next Day Air,Yes,24,Credit Card,Monthly
48,Male,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,PayPal,Store Pickup,Yes,15,PayPal,Every 3 Months
39,Male,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,38,PayPal,Every 3 Months
26,Male,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Cash,Express,Yes,38,PayPal,Bi-Weekly
32,Male,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,13,Venmo,Fortnightly
54,Male,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Debit Card,Express,Yes,39,Cash,Bi-Weekly
38,Male,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Debit Card,Store Pickup,Yes,8,Venmo,Every 3 Months
46,Male,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,PayPal,Next Day Air,Yes,4,PayPal,Quarterly
57,Male,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Cash,Store Pickup,Yes,6,Cash,Every 3 Months
49,Male,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Venmo,Express,Yes,11,Venmo,Every 3 Months
33,Male,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Cash,Standard,Yes,49,Venmo,Monthly
54,Male,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,30,PayPal,Quarterly
47,Male,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Venmo,Express,Yes,34,Bank Transfer,Monthly
36,Male,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,28,PayPal,Monthly
68,Male,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,36,Venmo,Quarterly
60,Male,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Venmo,Standard,Yes,18,Credit Card,Every 3 Months
55,Male,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,4,PayPal,Monthly
29,Male,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,42,Debit Card,Quarterly
38,Male,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Bank Transfer,Store Pickup,Yes,11,Cash,Quarterly
70,Male,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Cash,Free Shipping,Yes,31,Credit Card,Bi-Weekly
36,Male,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Cash,Standard,Yes,12,Cash,Fortnightly
18,Male,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Debit Card,Standard,Yes,20,Venmo,Quarterly
62,Male,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,37,Debit Card,Quarterly
29,Male,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Cash,Standard,Yes,26,Debit Card,Fortnightly
21,Male,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,14,Credit Card,Weekly
42,Male,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,12,Venmo,Bi-Weekly
43,Male,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Debit Card,Store Pickup,Yes,10,Credit Card,Annually
58,Male,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Cash,Express,Yes,19,Cash,Annually
27,Male,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Debit Card,Store Pickup,Yes,4,Cash,Weekly
57,Male,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Debit Card,Next Day Air,Yes,48,Bank Transfer,Quarterly
40,Male,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Debit Card,Express,Yes,37,PayPal,Monthly
45,Male,Clothing,66,California,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,4,Cash,Monthly
47,Male,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,15,Credit Card,Weekly
61,Male,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Venmo,Standard,Yes,33,Credit Card,Weekly
60,Male,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,30,Bank Transfer,Quarterly
69,Male,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,23,Bank Transfer,Monthly
58,Male,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,2,Bank Transfer,Weekly
34,Male,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,50,Credit Card,Every 3 Months
20,Male,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,34,Cash,Bi-Weekly
56,Male,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,33,Credit Card,Weekly
64,Male,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,34,Debit Card,Monthly
56,Male,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Bank Transfer,Free Shipping,Yes,39,PayPal,Every 3 Months
27,Male,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,47,Credit Card,Quarterly
35,Male,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,37,PayPal,Monthly
24,Male,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,40,Venmo,Bi-Weekly
26,Male,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,8,Credit Card,Bi-Weekly
32,Male,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Credit Card,Express,Yes,12,Bank Transfer,Annually
54,Male,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,36,Bank Transfer,Monthly
62,Male,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,PayPal,Express,Yes,48,PayPal,Weekly
50,Male,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,47,PayPal,Fortnightly
70,Male,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,2,Bank Transfer,Monthly
48,Male,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,24,Cash,Weekly
20,Male,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Debit Card,Standard,Yes,40,Bank Transfer,Bi-Weekly
46,Male,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,50,Debit Card,Weekly
51,Male,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,25,Cash,Weekly
53,Male,Footwear,68,New York,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,20,Debit Card,Monthly
44,Male,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,Venmo,2-Day Shipping,Yes,10,Venmo,Weekly
29,Male,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,32,Bank Transfer,Quarterly
64,Male,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,31,Cash,Fortnightly
51,Male,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,48,Bank Transfer,Bi-Weekly
50,Male,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,23,Debit Card,Monthly
43,Male,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Credit Card,Express,Yes,1,Bank Transfer,Bi-Weekly
61,Male,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,4,Debit Card,Fortnightly
55,Male,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,3,Bank Transfer,Bi-Weekly
56,Male,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Cash,Store Pickup,Yes,3,Cash,Bi-Weekly
33,Male,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,Yes,44,Cash,Annually
43,Male,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,5,Debit Card,Bi-Weekly
21,Male,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,50,Venmo,Quarterly
58,Male,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Venmo,Standard,Yes,2,Credit Card,Annually
41,Male,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,29,PayPal,Annually
39,Male,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,Yes,11,Venmo,Annually
54,Male,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,37,Credit Card,Fortnightly
43,Male,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,PayPal,Next Day Air,Yes,32,Debit Card,Fortnightly
28,Male,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Cash,Express,Yes,27,Credit Card,Annually
59,Male,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,31,Venmo,Bi-Weekly
28,Male,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Bank Transfer,Standard,Yes,36,Debit Card,Fortnightly
68,Male,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Debit Card,Standard,Yes,34,Cash,Weekly
20,Male,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Cash,Express,Yes,15,Bank Transfer,Every 3 Months
21,Male,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Cash,Express,Yes,14,Credit Card,Annually
50,Male,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,46,Cash,Weekly
32,Male,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Debit Card,Standard,Yes,33,Venmo,Bi-Weekly
24,Male,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Bank Transfer,Express,Yes,41,Debit Card,Annually
55,Male,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,39,PayPal,Weekly
61,Male,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,Yes,7,Cash,Annually
61,Male,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,Yes,29,Bank Transfer,Every 3 Months
28,Male,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,Yes,18,Venmo,Quarterly
60,Male,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Bank Transfer,Free Shipping,Yes,15,Credit Card,Annually
49,Male,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Venmo,Express,Yes,39,PayPal,Bi-Weekly
33,Male,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Cash,Next Day Air,Yes,11,Cash,Monthly
45,Male,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Venmo,Standard,Yes,4,Cash,Fortnightly
29,Male,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,33,Venmo,Bi-Weekly
58,Male,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,37,Debit Card,Quarterly
22,Male,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Cash,Free Shipping,Yes,32,Cash,Quarterly
55,Male,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Bank Transfer,Free Shipping,Yes,44,Credit Card,Quarterly
19,Male,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,Yes,41,Bank Transfer,Quarterly
68,Male,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Venmo,Next Day Air,Yes,44,Bank Transfer,Weekly
61,Male,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Venmo,Express,Yes,32,Venmo,Annually
68,Male,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,Credit Card,2-Day Shipping,Yes,13,Bank Transfer,Monthly
52,Male,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,Yes,48,Debit Card,Quarterly
41,Male,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Bank Transfer,Express,Yes,3,Bank Transfer,Weekly
29,Male,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,PayPal,Standard,Yes,39,Venmo,Monthly
68,Male,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Venmo,Next Day Air,Yes,7,Cash,Fortnightly
36,Male,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,Yes,11,Cash,Fortnightly
55,Male,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,Yes,47,Credit Card,Weekly
28,Male,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,Bank Transfer,2-Day Shipping,Yes,28,Debit Card,Fortnightly
39,Male,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,17,Bank Transfer,Every 3 Months
54,Male,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,Cash,2-Day Shipping,Yes,11,PayPal,Bi-Weekly
40,Male,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Credit Card,Standard,Yes,12,Venmo,Annually
31,Male,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Debit Card,Standard,Yes,7,Credit Card,Fortnightly
30,Male,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Cash,Standard,Yes,19,Venmo,Fortnightly
45,Male,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,Yes,24,Cash,Quarterly
48,Male,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,19,Venmo,Monthly
45,Male,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,PayPal,Free Shipping,Yes,39,PayPal,Annually
60,Male,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,1,Credit Card,Fortnightly
59,Male,Clothing,70,Kansas,M,Blue,Spring,3.3,No,Cash,2-Day Shipping,Yes,10,Debit Card,Bi-Weekly
18,Male,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Debit Card,Express,Yes,48,PayPal,Quarterly
70,Male,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,PayPal,Next Day Air,Yes,24,Debit Card,Annually
20,Male,Clothing,64,Idaho,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,Yes,42,Venmo,Fortnightly
65,Male,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,20,Credit Card,Weekly
29,Male,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Credit Card,Next Day Air,Yes,49,Bank Transfer,Every 3 Months
22,Male,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Venmo,Standard,Yes,25,Debit Card,Monthly
27,Male,Clothing,35,Iowa,S,Gray,Summer,2.6,No,PayPal,Next Day Air,Yes,21,Debit Card,Every 3 Months
36,Male,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,Yes,12,Venmo,Every 3 Months
59,Male,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Venmo,Next Day Air,Yes,21,Debit Card,Every 3 Months
62,Male,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,35,Cash,Monthly
34,Male,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Debit Card,Express,Yes,42,Credit Card,Every 3 Months
59,Male,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Cash,Store Pickup,Yes,3,PayPal,Every 3 Months
49,Male,Outerwear,96,Mississippi,M,Red,Winter,4.0,No,Credit Card,Store Pickup,Yes,11,PayPal,Bi-Weekly
18,Male,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,Venmo,2-Day Shipping,Yes,22,PayPal,Quarterly
55,Male,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,47,Credit Card,Weekly
38,Male,Clothing,81,Maryland,XL,White,Fall,4.3,No,Credit Card,Next Day Air,Yes,33,Venmo,Every 3 Months
50,Male,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,Yes,50,Debit Card,Weekly
61,Male,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Cash,Express,Yes,46,Credit Card,Monthly
48,Male,Clothing,92,Idaho,L,Gold,Fall,3.5,No,Bank Transfer,Express,Yes,34,Debit Card,Fortnightly
22,Male,Accessories,96,California,XL,Purple,Spring,4.0,No,Cash,Store Pickup,Yes,33,Credit Card,Monthly
48,Male,Accessories,71,Tennessee,S,White,Fall,2.6,No,PayPal,Standard,Yes,45,Bank Transfer,Fortnightly
57,Male,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,Yes,32,Debit Card,Bi-Weekly
33,Male,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Bank Transfer,Standard,Yes,47,Venmo,Bi-Weekly
58,Male,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Cash,Standard,Yes,5,PayPal,Quarterly
37,Male,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Cash,Express,Yes,49,Credit Card,Fortnightly
18,Male,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,Yes,48,Bank Transfer,Monthly
65,Male,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Bank Transfer,Express,Yes,22,Cash,Every 3 Months
62,Male,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Cash,Standard,Yes,45,Credit Card,Annually
54,Male,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,PayPal,Next Day Air,Yes,30,Venmo,Quarterly
35,Male,Accessories,97,Washington,L,Teal,Summer,3.3,No,Credit Card,Store Pickup,Yes,43,Cash,Weekly
34,Male,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,Yes,48,Cash,Quarterly
25,Male,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,PayPal,Store Pickup,Yes,23,Venmo,Fortnightly
53,Male,Accessories,62,Alaska,M,Olive,Winter,3.0,No,PayPal,Free Shipping,Yes,27,PayPal,Bi-Weekly
45,Male,Clothing,71,West Virginia,S,White,Winter,3.4,No,PayPal,Next Day Air,Yes,7,Bank Transfer,Monthly
49,Male,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Bank Transfer,Free Shipping,Yes,2,PayPal,Weekly
40,Male,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Debit Card,Next Day Air,Yes,33,PayPal,Bi-Weekly
38,Male,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,27,Cash,Fortnightly
44,Male,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Cash,Store Pickup,Yes,6,Credit Card,Fortnightly
68,Male,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,Yes,20,Venmo,Quarterly
60,Male,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,Yes,46,Venmo,Every 3 Months
25,Male,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Credit Card,Next Day Air,Yes,25,Cash,Quarterly
19,Male,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Debit Card,Free Shipping,Yes,30,Bank Transfer,Quarterly
57,Male,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Credit Card,Standard,Yes,48,Credit Card,Annually
58,Male,Accessories,27,Vermont,M,Black,Summer,3.2,No,Venmo,Store Pickup,Yes,47,Bank Transfer,Weekly
49,Male,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,PayPal,Next Day Air,Yes,27,Credit Card,Weekly
19,Male,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Cash,Next Day Air,Yes,45,Bank Transfer,Fortnightly
50,Male,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Debit Card,Express,Yes,2,Credit Card,Weekly
30,Male,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Cash,Free Shipping,Yes,39,Cash,Fortnightly
52,Male,Clothing,83,Texas,M,Peach,Fall,2.9,No,Credit Card,Express,Yes,24,Cash,Fortnightly
35,Male,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Debit Card,Free Shipping,Yes,8,Debit Card,Bi-Weekly
